task_id,title,section,question,table
f_fcca17f13b2dd0d459cb,Mercedes-Benz 300 SL,Technical data,When was the Mercedes-Benz 300 SL produced?,"[[""Mercedes-Benz"", ""300 SL \""Gullwing\"" (W198 I)"", ""300 SL Roadster (W198 II)""], [""Produced:"", ""1954–1957"", ""1957–1963""], [""Engine:"", ""M198 inline-6-cylinder engine (four-stroke), front-mounted"", ""M198 inline-6-cylinder engine (four-stroke), front-mounted""], [""Bore x Stroke:"", ""85 mm × 88 mm (3.35 in × 3.46 in)"", ""85 mm × 88 mm (3.35 in × 3.46 in)""], [""Displacement:"", ""182.8 cu in (2,996 cc)"", ""182.8 cu in (2,996 cc)""], [""Max. Power:"", ""220 hp (164 kW) @ 5800 rpm"", ""240 hp (179 kW) @ 6100 rpm @8.55: 1 comp""], [""Max. Torque:"", ""206 lb⋅ft (279 N⋅m) @ 4900 rpm;"", ""217 lb⋅ft (294 N⋅m) @ 4800 rpm @8.55: 1 comp""], [""Compression ratio"", ""8.55: 1"", ""8.55: 1 or 9.5:1""], [""Fuel feed:"", ""Mechanical direct fuel injection, Bosch injection pump"", ""Mechanical direct fuel injection, Bosch injection pump""], [""Fuel tank capacity:"", ""130 L (34.3 US gal)"", ""100 L (26.4 US gal)""], [""Valvetrain:"", ""SOHC, duplex chain, 2 valves per cylinder"", ""SOHC, duplex chain, 2 valves per cylinder""], [""Cooling:"", ""Water"", ""Water""], [""Gearbox:"", ""4-speed manual rear wheel drive, standard axle ratio 3.64:1 (on request 3.25:1, 3.42:1, 3.89:1 or 4.11:1)"", ""4-speed manual rear wheel drive, standard axle ratio 3.64:1 (on request 3.25:1, 3.42:1, 3.89:1 or 4.11:1)""], [""Electrical system:"", ""12 volt"", ""12 volt""], [""Front suspension:"", ""Double wishbones, coil springs, stabilizing bar"", ""Double wishbones, coil springs, stabilizing bar""], [""Rear suspension:"", ""High-pivot swing axle, radius arms, coil springs"", ""Low-pivot swing axle, transverse compensating spring, coil springs""], [""Brakes:"", ""Drum brakes Ø 260 mm (10.2 in), power assisted"", ""Drum brakes Ø 260 mm (10.2 in), power assisted from March 1961: disc brakes front and rear Ø 290 mm (11.4 in), power assisted""], [""Steering:"", ""Recirculating ball steering"", ""Recirculating ball steering""], [""Body structure:"", ""Sheet steel/aluminum or aluminum (29 cars built) on steel tube space frame"", ""Sheet steel/aluminum on steel tube space frame""], [""Dry weight:"", ""1,310 kg (2,888 lb)"", ""1,420 kg (3,131 lb) (hardtop + 40 kg (88 lb))""], [""Loaded weight:"", ""1,555 kg (3,428 lb)"", ""1,560 kg (3,439 lb), from 1961 1,660 kg (3,660 lb)""], [""Track front/ rear:"", ""1,385 mm (54.5 in) 1,435 mm (56.5 in)"", ""1,398 mm (55.0 in) 1,448 mm (57.0 in)""], [""Wheelbase:"", ""2,400 mm (94.5 in)"", ""2,400 mm (94.5 in)""], [""Length:"", ""4,520 mm (178 in)"", ""4,570 mm (180 in)""], [""Width:"", ""1,790 mm (70.5 in)"", ""1,790 mm (70.5 in)""], [""Height:"", ""1,300 mm (51.2 in)"", ""1,300 mm (51.2 in)""], [""Tyre/Tire sizes:"", ""6.50–15 Supersport"", ""6.70–15 Supersport""], [""Top speed:"", ""235 km/h (146 mph) (3.64:1) 250 km/h (155 mph) (3.42:1) 260 km/h (162 mph) (3.25:1)"", ""\""according to axle ratio\""""], [""Fuel Consumption (estimate):"", ""17 L/100 km (17 mpg‑imp; 14 mpg‑US)"", ""17 L/100 km (17 mpg‑imp; 14 mpg‑US)""], [""Price Germany USA:"", ""DM 29,000 $6,820"", ""DM 32,500 (Hardtop: + DM 1,500) $ 10,950 (Hardtop: + $178)""]]"
f_1e981bb2549d64578895,2018 Australian Grand Prix,Qualifying,What was Lewis Hamilton’s fastest lap in the 2018 Australian Grand Prix qualifying session?,"[[""Pos."", ""Car no."", ""Driver"", ""Constructor"", ""Qualifying times"", ""Qualifying times"", ""Qualifying times"", ""Final grid""], [""Pos."", ""Car no."", ""Driver"", ""Constructor"", ""Q1"", ""Q2"", ""Q3"", ""Final grid""], [""1"", ""44"", ""United Kingdom Lewis Hamilton"", ""Mercedes"", ""1:22.824"", ""1:22.051"", ""1:21.164"", ""1""], [""2"", ""7"", ""Finland Kimi Räikkönen"", ""Ferrari"", ""1:23.096"", ""1:22.507"", ""1:21.828"", ""2""], [""3"", ""5"", ""Germany Sebastian Vettel"", ""Ferrari"", ""1:23.348"", ""1:21.944"", ""1:21.838"", ""3""], [""4"", ""33"", ""Netherlands Max Verstappen"", ""Red Bull Racing-TAG Heuer"", ""1:23.483"", ""1:22.416"", ""1:21.879"", ""4""], [""5"", ""3"", ""Australia Daniel Ricciardo"", ""Red Bull Racing-TAG Heuer"", ""1:23.494"", ""1:22.897"", ""1:22.152"", ""8""], [""6"", ""20"", ""Denmark Kevin Magnussen"", ""Haas-Ferrari"", ""1:23.909"", ""1:23.300"", ""1:23.187"", ""5""], [""7"", ""8"", ""France Romain Grosjean"", ""Haas-Ferrari"", ""1:23.671"", ""1:23.468"", ""1:23.339"", ""6""], [""8"", ""27"", ""Germany Nico Hülkenberg"", ""Renault"", ""1:23.782"", ""1:23.544"", ""1:23.532"", ""7""], [""9"", ""55"", ""Spain Carlos Sainz Jr."", ""Renault"", ""1:23.529"", ""1:23.061"", ""1:23.577"", ""9""], [""10"", ""77"", ""Finland Valtteri Bottas"", ""Mercedes"", ""1:23.686"", ""1:22.089"", ""No time"", ""15""], [""11"", ""14"", ""Spain Fernando Alonso"", ""McLaren-Renault"", ""1:23.597"", ""1:23.692"", ""-"", ""10""], [""12"", ""2"", ""Belgium Stoffel Vandoorne"", ""McLaren-Renault"", ""1:24.073"", ""1:23.853"", ""-"", ""11""], [""13"", ""11"", ""Mexico Sergio Pérez"", ""Force India-Mercedes"", ""1:24.344"", ""1:24.005"", ""-"", ""12""], [""14"", ""18"", ""Canada Lance Stroll"", ""Williams-Mercedes"", ""1:24.464"", ""1:24.230"", ""-"", ""13""], [""15"", ""31"", ""France Esteban Ocon"", ""Force India-Mercedes"", ""1:24.503"", ""1:24.786"", ""-"", ""14""], [""16"", ""28"", ""New Zealand Brendon Hartley"", ""Scuderia Toro Rosso-Honda"", ""1:24.532"", ""-"", ""-"", ""16""], [""17"", ""9"", ""Sweden Marcus Ericsson"", ""Sauber-Ferrari"", ""1:24.556"", ""-"", ""-"", ""17""], [""18"", ""16"", ""Monaco Charles Leclerc"", ""Sauber-Ferrari"", ""1:24.636"", ""-"", ""-"", ""18""], [""19"", ""35"", ""Russia Sergey Sirotkin"", ""Williams-Mercedes"", ""1:24.922"", ""-"", ""-"", ""19""], [""20"", ""10"", ""France Pierre Gasly"", ""Scuderia Toro Rosso-Honda"", ""1:25.295"", ""-"", ""-"", ""20""], [""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621"", ""107% time: 1:28.621""], [""Source:"", ""Source:"", ""Source:"", ""Source:"", ""Source:"", ""Source:"", ""Source:"", ""Source:""]]"
f_a2a9f0eec2a95f2683d0,Michalis Konstantinou,International goals,"Against which team did Michalis Konstantinou score his first two goals on February 10, 1999 and what was the final score?","[[""Goal"", ""Date"", ""Venue"", ""Opponent"", ""Score"", ""Result"", ""Competition""], [""1"", ""10 February 1999"", ""Tsirion Stadium, Limassol, Cyprus"", ""San Marino"", ""2–0"", ""4–0"", ""Euro 2000 qualifying""], [""2"", ""10 February 1999"", ""Tsirion Stadium, Limassol, Cyprus"", ""San Marino"", ""3–0"", ""4–0"", ""Euro 2000 qualifying""], [""3"", ""2 February 2000"", ""Tsirion Stadium, Limassol, Cyprus"", ""Lithuania"", ""1–0"", ""2–1"", ""Cyprus International Tournament""], [""4"", ""2 February 2000"", ""Tsirion Stadium, Limassol, Cyprus"", ""Lithuania"", ""2–1"", ""2–1"", ""Cyprus International Tournament""], [""5"", ""2 September 2000"", ""Estadi Comunal d'Andorra la Vella, Andorra la Vella, Andorra"", ""Andorra"", ""0–1"", ""2–3"", ""2002 World Cup qualifying""], [""6"", ""2 September 2000"", ""Estadi Comunal d'Andorra la Vella, Andorra la Vella, Andorra"", ""Andorra"", ""2–3"", ""2–3"", ""2002 World Cup qualifying""], [""7"", ""28 March 2001"", ""Tsirion Stadium, Limassol, Cyprus"", ""Estonia"", ""1–0"", ""2–2"", ""2002 World Cup qualifying""], [""8"", ""15 August 2001"", ""A. Le Coq Arena, Tallinn, Estonia"", ""Estonia"", ""0–1"", ""2–2"", ""2002 World Cup qualifying""], [""9"", ""15 August 2001"", ""A. Le Coq Arena, Tallinn, Estonia"", ""Estonia"", ""1–2"", ""2–2"", ""2002 World Cup qualifying""], [""10"", ""5 September 2001"", ""Antonis Papadopoulos Stadium, Larnaca, Cyprus"", ""Portugal"", ""1–0"", ""1–3"", ""2002 World Cup qualifying""], [""11"", ""12 February 2002"", ""GSP Stadium, Nicosia, Cyprus"", ""Switzerland"", ""1–0"", ""1–1"", ""Cyprus International Tournament""], [""12"", ""13 February 2002"", ""GSP Stadium, Nicosia, Cyprus"", ""Czech Republic"", ""3–3"", ""3–4"", ""Cyprus International Tournament""], [""13"", ""29 January 2003"", ""GSZ Stadium, Larnaca, Cyprus"", ""Greece"", ""1–0"", ""1–2"", ""Friendly""], [""14"", ""2 April 2003"", ""Bežigrad Stadium, Ljubljana, Slovenia"", ""Slovenia"", ""1–1"", ""4–1"", ""Euro 2004 qualifying""], [""15"", ""7 June 2003"", ""Ta' Qali National Stadium, Ta' Qali, Malta"", ""Malta"", ""0–1"", ""1–2"", ""Euro 2004 qualifying""], [""16"", ""7 June 2003"", ""Ta' Qali National Stadium, Ta' Qali, Malta"", ""Malta"", ""0–2"", ""1–2"", ""Euro 2004 qualifying""], [""17"", ""18 August 2004"", ""GSP Stadium, Nicosia, Cyprus"", ""Albania"", ""1–0"", ""2–1"", ""Friendly""], [""18"", ""18 August 2004"", ""GSP Stadium, Nicosia, Cyprus"", ""Albania"", ""2–0"", ""2–1"", ""Friendly""], [""19"", ""8 September 2004"", ""Ramat Gan Stadium, Ramat Gan, Israel"", ""Israel"", ""0–1"", ""2–1"", ""2006 World Cup qualifying""], [""20"", ""9 October 2004"", ""GSP Stadium, Nicosia, Cyprus"", ""Faroe Islands"", ""1–0"", ""2–2"", ""2006 World Cup qualifying""], [""21"", ""17 August 2005"", ""Svangaskarð, Toftir, Faroe Islands"", ""Faroe Islands"", ""0–1"", ""0–3"", ""2006 World Cup qualifying""], [""22"", ""17 August 2005"", ""Svangaskarð, Toftir, Faroe Islands"", ""Faroe Islands"", ""0–2"", ""0–3"", ""2006 World Cup qualifying""], [""23"", ""7 October 2006"", ""GSP Stadium, Nicosia, Cyprus"", ""Republic of Ireland"", ""1–1"", ""5–2"", ""Euro 2008 qualifying""], [""24"", ""7 October 2006"", ""GSP Stadium, Nicosia, Cyprus"", ""Republic of Ireland"", ""3–2"", ""5–2"", ""Euro 2008 qualifying""], [""25"", ""8 September 2007"", ""Dasaki Stadium, Achna, Cyprus"", ""Armenia"", ""3–1"", ""3–1"", ""Friendly""], [""26"", ""11 October 2008"", ""Boris Paichadze Stadium, Tbilisi, Georgia"", ""Georgia"", ""0–1"", ""1–1"", ""2010 World Cup qualifying""], [""27"", ""28 March 2009"", ""Antonis Papadopoulos Stadium, Larnaca, Cyprus"", ""Georgia"", ""1–0"", ""2–1"", ""2010 World Cup qualifying""], [""28"", ""6 June 2009"", ""Antonis Papadopoulos Stadium, Larnaca, Cyprus"", ""Montenegro"", ""1–0"", ""2–2"", ""2010 World Cup qualifying""], [""29"", ""10 October 2009"", ""Antonis Papadopoulos Stadium, Larnaca, Cyprus"", ""Bulgaria"", ""3–1"", ""4–1"", ""2010 World Cup qualifying""], [""30"", ""11 August 2010"", ""Antonis Papadopoulos Stadium, Larnaca, Cyprus"", ""Andorra"", ""1–0"", ""1–0"", ""Friendly""], [""31"", ""3 September 2010"", ""Estádio D. Afonso Henriques, Guimarães, Portugal"", ""Portugal"", ""1–2"", ""4–4"", ""Euro 2012 qualifying""], [""32"", ""9 February 2011"", ""Paralimni Stadium, Paralimni, Cyprus"", ""Romania"", ""1–1"", ""1–1"", ""Cyprus International Tournament""]]"
f_329efb1e4a32ec7809f0,Happy Tiger Records,Discography,What was Happy Tiger's final album in 1971 and what spot did it reach on the Billboard Pop Albums chart?,"[[""Year"", ""Artist"", ""Title"", ""Number"", ""Chart"", ""Peak""], [""1969"", ""Buddy Bohn"", ""Places"", ""HTR-1001"", ""-"", ""-""], [""1969"", ""Priscilla Paris"", ""Priscilla Loves Billy"", ""HTR-1002"", ""-"", ""-""], [""1969"", ""Red Rhodes and The Detours"", ""Red Rhodes Live at the Palamino"", ""HTR-1003"", ""-"", ""-""], [""1969"", ""Them"", ""Them"", ""HTR-1004"", ""-"", ""-""], [""1969"", ""Dan Terry"", ""Lonely Place"", ""HTR-1005"", ""-"", ""-""], [""1970"", ""The Kimberlys"", ""Kimberlys"", ""HTR-1006"", ""-"", ""-""], [""1970"", ""Count Basie"", ""Basie on the Beatles"", ""HTR-1007"", ""-"", ""-""], [""1970"", ""Ecology"", ""Environment/Evolution/Ecology"", ""HTR-1008"", ""-"", ""-""], [""1970"", ""Mason Proffit"", ""Wanted"", ""HTR-1009"", ""-"", ""-""], [""1970"", ""Aorta"", ""Aorta 2"", ""HTR-1010"", ""-"", ""-""], [""1971"", ""Hal Rugg"", ""Hal Rugg Steels the Hits of Loretta Lynn"", ""HTR-1011"", ""-"", ""-""], [""1971"", ""Them"", ""Them in Reality"", ""HTR-1012"", ""-"", ""-""], [""1971"", ""The Kimberlys"", ""New Horizon"", ""HTR-1014"", ""-"", ""-""], [""1971"", ""Paul Kelly"", ""Stealin' in the Name of the Lord"", ""HTR-1015"", ""Billboard Pop Singles"", ""49""], [""1971"", ""Anita Kerr Singers"", ""A Tribute to Simon and Garfunkel"", ""HTR-1016"", ""-"", ""-""], [""1971"", ""Various"", ""Early Chicago, Volume 1"", ""HTR-1017"", ""-"", ""-""], [""1971"", ""Buffalo Nickel Jug Band"", ""Buffalo Nickel Jug Band"", ""HTR-1018"", ""-"", ""-""], [""1971"", ""Mason Proffit"", ""Movin' Toward Happiness"", ""HTR-1019"", ""Billboard Pop Albums"", ""177""]]"
f_39c094269b1784083616,Jake Epstein,Stage,"What parts did Jake Epstein play in 2011 and 2014, respectfully? ","[[""Year"", ""Title"", ""Role"", ""Notes""], [""2009"", ""Spring Awakening"", ""Melchior Gabor"", ""Tour""], [""2009"", ""Dog Sees God: Confessions of a Teenage Blockhead"", ""CB"", ""-""], [""2011"", ""Billy Elliot the Musical"", ""Tony Elliot"", ""-""], [""2011"", ""American Idiot"", ""Will"", ""Tour""], [""2012–2013"", ""Spider-Man: Turn Off the Dark"", ""alternate for lead role Peter Parker / Spider-Man"", ""-""], [""2014"", ""Beautiful: The Carole King Musical"", ""Gerry Goffin"", ""-""]]"
f_ab799d1c999c694fc296,Mercedes-Benz W116,Models,Which model of the Mercedes-Benz W116 had the most cars built and which had the least cars built?,"[[""Chassis code"", ""Model Years"", ""Model"", ""Engine"", ""No. built""], [""W116.020"", ""1973–1980"", ""280 S sedan"", ""2.8 L M110 I6"", ""122,848""], [""W116.024"", ""1973–1980"", ""280 SE sedan"", ""2.8 L M110 I6"", ""150,593""], [""W116.025"", ""1974–1980"", ""280 SEL sedan"", ""2.8 L M110 I6"", ""7,032""], [""W116.028"", ""1973–1980"", ""350 SE sedan"", ""3.5 L M116 V8"", ""51,100""], [""W116.029"", ""1973–1980"", ""350 SEL sedan"", ""3.5 L M116 V8"", ""4,266""], [""W116.032"", ""1973–1980"", ""450 SE sedan"", ""4.5 L M117 V8"", ""41,604""], [""W116.033"", ""1973–1980"", ""450 SEL sedan"", ""4.5 L M117 V8"", ""59,578""], [""W116.036"", ""1975–1980"", ""450 SEL 6.9"", ""6.9 L M100 V8"", ""7,380""], [""W116.120"", ""1978–1980"", ""300 SD sedan"", ""3.0 L OM617 I5 turbodiesel (United States and Canada only)"", ""28,634""]]"
f_a00298afad81898f5c95,Elden Henson,Films,What were Henson's acting credits from 1992 to 1996?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""1987"", ""Jaws: The Revenge"", ""Additional Voices"", ""Short film""], [""1988"", ""Elvis & Me"", ""Don Beaulieu (Age 10)"", ""-""], [""1989"", ""Turner & Hooch"", ""Eric Boyett"", ""-""], [""1990"", ""Marilyn Hotchkiss Ballroom Dancing & Charm School"", ""Steve Mills"", ""Short film""], [""1992"", ""Radio Flyer"", ""Fisher Friend #3"", ""-""], [""1992"", ""The Mighty Ducks"", ""Fulton Reed"", ""-""], [""1994"", ""D2: The Mighty Ducks"", ""Fulton Reed"", ""-""], [""1996"", ""Foxfire"", ""Bobby"", ""-""], [""1996"", ""D3: The Mighty Ducks"", ""Fulton Reed"", ""-""], [""1998"", ""The Mighty"", ""Maxwell Kane"", ""-""], [""1999"", ""She's All That"", ""Jesse Jackson"", ""-""], [""1999"", ""Idle Hands"", ""Pnub"", ""-""], [""1999"", ""A Gift of Love: The Daniel Huffman Story"", ""Daniel Huffman"", ""-""], [""2000"", ""Cast Away"", ""Elden Madden"", ""-""], [""2001"", ""Manic"", ""Michael"", ""-""], [""2001"", ""O"", ""Roger Rodriguez"", ""-""], [""2002"", ""Pack of Dogs"", ""Sheep"", ""-""], [""2002"", ""Cheats"", ""Sammy Green"", ""-""], [""2003"", ""Dumb & Dumberer: When Harry Met Lloyd"", ""Turk"", ""-""], [""2003"", ""The Battle of Shaker Heights"", ""Bart Bowland"", ""-""], [""2003"", ""Under the Tuscan Sun"", ""Author"", ""-""], [""2003"", ""Evil Alien Conquerors"", ""Ron"", ""-""], [""2004"", ""The Butterfly Effect"", ""Lenny Kagan (Adult)"", ""-""], [""2005"", ""Marilyn Hotchkiss Ballroom Dancing & Charm School"", ""Young Steve Mills/Sampson"", ""-""], [""2005"", ""The Moguls (aka The Amateurs)"", ""Salesman"", ""-""], [""2005"", ""Lords of Dogtown"", ""Billy Z"", ""-""], [""2006"", ""Déjà Vu"", ""Gunnars"", ""-""], [""2007"", ""Rise: Blood Hunter"", ""Taylor"", ""-""], [""2008"", ""Not Since You"", ""Joey \""Fudge\"" Fudgler"", ""-""], [""2009"", ""Eldorado"", ""Unknown"", ""-""], [""2013"", ""Jobs"", ""Andy Hertzfeld"", ""-""], [""2014"", ""The Hunger Games: Mockingjay – Part 1"", ""Pollux"", ""-""], [""2015"", ""The Hunger Games: Mockingjay – Part 2"", ""Pollux"", ""-""]]"
f_ee848769cb998997a608,Pete Ploszek,Film,Who played Leonardo in the Teenage Mutant Ninja Turtles: Out of the Shadows movie?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""2012"", ""Outage: WME"", ""Colin Reno's Assistant"", ""Short film""], [""2014"", ""Teenage Mutant Ninja Turtles"", ""Leonardo"", ""Motion-capture only""], [""2016"", ""Teenage Mutant Ninja Turtles: Out of the Shadows"", ""Leonardo"", ""Motion-capture and voice""], [""2016"", ""The Wedding Party"", ""Zeb"", ""-""], [""2017"", ""I Want to Know"", ""Cole"", ""Short film""], [""2019"", ""Captain Marvel"", ""Bret Johnson"", ""-""]]"
f_9bd92cdecc80fc31e785,List of tallest buildings in Fort Wayne,Tallest buildings,What is the tallest building in Fort Wayne Indiana?,"[[""Rank"", ""Name"", ""Height ft / m"", ""Image"", ""Floors"", ""Year"", ""Notes""], [""1"", ""Indiana Michigan Power Center"", ""442 feet (135 m)"", ""-"", ""27"", ""1982"", ""Tallest building in Fort Wayne since 1982, fourth-tallest building in Indiana, and tallest outside of Indianapolis. Formerly known as One Summit Square.""], [""2"", ""PNC Center"", ""339 feet (103 m)"", ""National City Center.JPG"", ""26"", ""1970"", ""Tallest building in Fort Wayne from 1970–1982, currently the 11th tallest building in the state of Indiana. Formerly known as Fort Wayne National Bank Building and National City Center.""], [""3"", ""Lincoln Bank Tower"", ""312 feet (95 m)"", ""-"", ""22"", ""1930"", ""Tallest building in Fort Wayne from 1930–1970 and tallest building in Indiana from 1930–1962. Market headquarters for Old National Bank and predecessor Tower Bank.""], [""4"", ""Allen County Courthouse"", ""238 feet (73 m)"", ""-"", ""3"", ""1902"", ""Listed to the National Register of Historic Places in 1976, later recognized as a National Historic Landmark in 2003.""], [""5"", ""First Presbyterian Church"", ""220 feet (67 m)"", ""-"", ""3"", ""1950"", ""-""], [""6"", ""Saint Paul's Evangelical Lutheran Church"", ""214 feet (65 m)"", ""-"", ""2"", ""1889"", ""Listed to the National Register of Historic Places in 1982.""], [""7"", ""St. Peter's Catholic Church"", ""211 feet (64 m)"", ""-"", ""2"", ""1892"", ""Listed to the National Register of Historic Places in 1991.""], [""8"", ""Zion Evangelical Lutheran Church"", ""210 feet (64 m)"", ""-"", ""2"", ""1891"", ""-""], [""9"", ""Cathedral of the Immaculate Conception"", ""192 feet (59 m)"", ""-"", ""2"", ""1860"", ""Oldest standing religious structure in the city, listed to the National Register of Historic Places in 1980.""], [""10"", ""Trinity English Lutheran Church"", ""179 feet (55 m)"", ""-"", ""2"", ""1923"", ""-""], [""11"", ""STAR Building"", ""172 feet (52 m)"", ""-"", ""13"", ""1923"", ""Headquarters of STAR Financial Group. Also known as the Commerce Building from 1970-1999 and the Fort Wayne National Bank Building from 1923-1970.""], [""12"", ""First Federal Bank Center at the Anthony Wayne Building"", ""167 feet (51 m)"", ""Anthony Wayne Building, Fort Wayne, Indiana.JPG"", ""15"", ""1964"", ""Mixed-use building that is home to market headquarters for First Federal Bank of the Midwest, condominiums, regional offices for U.S. Senator Mike Braun, and The Hoppy Gnome/Gnometown Brewing brewpub.""], [""13"", ""Skyline Terrace"", ""164 feet (50 m)"", ""-"", ""12"", ""2018"", ""Second-tallest mixed use condominium/office building in Fort Wayne. First floor is occupied by Ruth's Chris Steak House; second floor is market headquarters for First Merchants Bank (predecessor bank iAB Financial Bank never had a downtown Fort Wayne presence).""]]"
f_4c0b24ddb0d46c21dbe9,Brooke Adams (actress),Filmography,Which roles did Brooke Adams play in 1978?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""1971"", ""Murders in the Rue Morgue"", ""Nurse (uncredited)"", ""-""], [""1974"", ""The Great Gatsby"", ""Party Guest (uncredited)"", ""-""], [""1974"", ""The Lords of Flatbush"", ""(uncredited)"", ""-""], [""1976"", ""Car Wash"", ""Terry"", ""(scenes deleted from original cut)""], [""1977"", ""Shock Waves"", ""Rose"", ""-""], [""1978"", ""Days of Heaven"", ""Abby"", ""-""], [""1978"", ""Invasion of the Body Snatchers"", ""Elizabeth Driscoll"", ""-""], [""1979"", ""The First Great Train Robbery"", ""(uncredited)"", ""-""], [""1979"", ""A Man, a Woman and a Bank"", ""Stacey Bishop"", ""-""], [""1979"", ""Cuba"", ""Alexandra Lopez de Pulido"", ""-""], [""1980"", ""Tell Me a Riddle"", ""Jeannie"", ""-""], [""1983"", ""Utilities"", ""Marion Edwards"", ""-""], [""1983"", ""The Dead Zone"", ""Sarah Bracknell"", ""-""], [""1985"", ""Almost You"", ""Erica Boyer"", ""-""], [""1985"", ""The Stuff"", ""Special guest star in Stuff commercial"", ""-""], [""1985"", ""Key Exchange"", ""Lisa"", ""-""], [""1987"", ""Man on Fire"", ""Jane"", ""-""], [""1991"", ""The Unborn"", ""Virginia Marshall"", ""-""], [""1992"", ""Gas Food Lodging"", ""Nora"", ""-""], [""1995"", ""The Baby-Sitters Club"", ""Elizabeth Thomas Brewer"", ""-""], [""2002"", ""Made-Up"", ""Elizabeth James Tivey"", ""Also producer""], [""2003"", ""Party Animals"", ""Celeb Mother"", ""Short film""], [""2004"", ""At Last"", ""Carol Singleton"", ""-""], [""2006"", ""The Legend of Lucy Keyes"", ""Samantha Porter"", ""-""], [""2008"", ""The Accidental Husband"", ""Carolyn"", ""-""], [""2009"", ""Gary's Walk"", ""Marcia"", ""-""], [""2017"", ""Breakable You"", ""Ruth Frank"", ""-""]]"
f_b0a8b30ad89faf146c09,Fran Tarkenton,NFL career statistics,What was the passing record of Tarkenton during his 18 NFL seasons?,"[[""Year"", ""Team"", ""Games"", ""Games"", ""Passing"", ""Passing"", ""Passing"", ""Passing"", ""Passing"", ""Passing"", ""Passing"", ""Passing"", ""Passing""], [""Year"", ""Team"", ""G"", ""GS"", ""Cmp"", ""Att"", ""Pct"", ""Yards"", ""TD"", ""Int"", ""Lng"", ""Y/A"", ""Rate""], [""1961"", ""MIN"", ""14"", ""10"", ""157"", ""280"", ""56.1"", ""1,997"", ""18"", ""17"", ""71"", ""7.1"", ""74.7""], [""1962"", ""MIN"", ""14"", ""14"", ""163"", ""329"", ""49.5"", ""2,595"", ""22"", ""25"", ""89"", ""7.9"", ""66.9""], [""1963"", ""MIN"", ""14"", ""13"", ""170"", ""297"", ""57.2"", ""2,311"", ""15"", ""15"", ""67"", ""7.8"", ""78.0""], [""1964"", ""MIN"", ""14"", ""14"", ""171"", ""306"", ""55.9"", ""2,506"", ""22"", ""11"", ""64"", ""8.2"", ""91.8""], [""1965"", ""MIN"", ""14"", ""14"", ""171"", ""329"", ""52.0"", ""2,609"", ""19"", ""11"", ""72"", ""7.9"", ""83.8""], [""1966"", ""MIN"", ""14"", ""12"", ""192"", ""358"", ""53.6"", ""2,561"", ""17"", ""16"", ""68"", ""7.2"", ""73.8""], [""1967"", ""NYG"", ""14"", ""14"", ""204"", ""377"", ""54.1"", ""3,088"", ""29"", ""19"", ""70"", ""8.2"", ""85.9""], [""1968"", ""NYG"", ""14"", ""14"", ""182"", ""337"", ""54.0"", ""2,555"", ""21"", ""12"", ""84"", ""7.6"", ""84.6""], [""1969"", ""NYG"", ""14"", ""14"", ""220"", ""409"", ""53.8"", ""2,918"", ""23"", ""8"", ""65"", ""7.1"", ""87.2""], [""1970"", ""NYG"", ""14"", ""14"", ""219"", ""389"", ""56.3"", ""2,777"", ""19"", ""12"", ""59"", ""7.1"", ""82.2""], [""1971"", ""NYG"", ""13"", ""13"", ""226"", ""386"", ""58.5"", ""2,567"", ""11"", ""21"", ""81"", ""6.7"", ""65.4""], [""1972"", ""MIN"", ""14"", ""14"", ""215"", ""378"", ""56.9"", ""2,651"", ""18"", ""13"", ""76"", ""7.0"", ""80.2""], [""1973"", ""MIN"", ""14"", ""14"", ""169"", ""274"", ""61.7"", ""2,113"", ""15"", ""7"", ""54"", ""7.7"", ""93.2""], [""1974"", ""MIN"", ""13"", ""13"", ""199"", ""351"", ""56.7"", ""2,598"", ""17"", ""12"", ""80"", ""7.4"", ""82.1""], [""1975"", ""MIN"", ""14"", ""14"", ""273"", ""425"", ""64.2"", ""2,994"", ""25"", ""13"", ""46"", ""7.0"", ""91.8""], [""1976"", ""MIN"", ""13"", ""13"", ""255"", ""412"", ""61.9"", ""2,961"", ""17"", ""8"", ""56"", ""7.2"", ""89.3""], [""1977"", ""MIN"", ""9"", ""9"", ""155"", ""258"", ""60.1"", ""1,734"", ""9"", ""14"", ""59"", ""6.7"", ""69.2""], [""1978"", ""MIN"", ""16"", ""16"", ""345"", ""572"", ""60.3"", ""3,468"", ""25"", ""32"", ""58"", ""6.1"", ""68.9""], [""Career"", ""Career"", ""246"", ""239"", ""3,686"", ""6,467"", ""57.0"", ""47,003"", ""342"", ""266"", ""89"", ""7.3"", ""80.4""]]"
